"ARK","CREATE_DATE","CREATED_BY","LAST_MODIFIED_DATE","LAST_MODIFIED_BY","PARENT_ARK","SEQUENCE","STATUS","TITLE","TYPE"
"21198/zz002k6rmr",09-FEB-16,"jcolling@library.ucla.edu",17-NOV-22,"jcolling@library.ucla.edu","21198/zz002k6rc4",9,"In progress","Interview of Kathleen Misko","Interview"
"21198/zz002k6rps",09-FEB-16,"jcolling@library.ucla.edu",17-NOV-22,"jcolling@library.ucla.edu","21198/zz002k6rdn",2,"In progress","SESSION 2 (5/20/2015)","Audio"
"21198/zz002k6rn8",09-FEB-16,"jcolling@library.ucla.edu",15-NOV-22,"jcolling@library.ucla.edu","21198/zz002k6rdn",1,"In progress","SESSION 1 (5/20/2015)","Audio"
"21198/zz002k6rq9",09-FEB-16,"jcolling@library.ucla.edu",17-SEP-19,"oralhistory@library.ucla.edu","21198/zz002k6rf5",2,"Completed","SESSION 1 (10/16/2015)","Audio"
"21198/zz002k6rrt",09-FEB-16,"jcolling@library.ucla.edu",01-OCT-18,"jcolling@library.ucla.edu","21198/zz002k6rf5",3,"Completed","SESSION 2 (10/23/2015)","Audio"
"21198/zz002k6rsb",09-FEB-16,"jcolling@library.ucla.edu",01-OCT-18,"jcolling@library.ucla.edu","21198/zz002k6rf5",4,"Completed","SESSION 3 (11/6/2015)","Audio"
"21198/zz002k6rtv",09-FEB-16,"jcolling@library.ucla.edu",01-OCT-18,"jcolling@library.ucla.edu","21198/zz002k6rf5",5,"Completed","SESSION 4 (11/23/2015)","Audio"
"21198/zz002k6s0x",09-FEB-16,"oralhistory@library.ucla.edu",23-JUN-16,"tbarnett@library.ucla.edu","21198/zz002k6rjq",4,"In progress","SESSION 1 (2/5/13)","Audio"
"21198/zz002k6s1f",09-FEB-16,"oralhistory@library.ucla.edu",27-MAY-16,"tbarnett@library.ucla.edu","21198/zz002k6rjq",2,"Completed","SESSION 2 (3/25/13)","Audio"
"21198/zz002k6s2z",09-FEB-16,"oralhistory@library.ucla.edu",22-SEP-20,"oralhistory@library.ucla.edu","21198/zz002b0jrb",14,"In progress","Interview of Triana Silton","Interview"
"21198/zz002k6s3g",09-FEB-16,"oralhistory@library.ucla.edu",22-APR-16,"jcolling@library.ucla.edu","21198/zz002k6s2z",1,"In progress","SESSION 1 (6/4/14)","Audio"
"21198/zz002k6s40",09-FEB-16,"jcolling@library.ucla.edu",23-MAR-17,"oralhistory@library.ucla.edu","21198/zz002k6rgp",1,"Completed","SESSION 1 (2/5/2016)","Audio"
"21198/zz002k6s5h",09-FEB-16,"jcolling@library.ucla.edu",04-OCT-19,"tbarnett@library.ucla.edu","21198/zz002k6rk7",1,"In progress","SESSION 1 (10/5/2015)","Audio"
"21198/zz002k6s61",09-FEB-16,"jcolling@library.ucla.edu",04-OCT-19,"tbarnett@library.ucla.edu","21198/zz002k6rk7",2,"In progress","SESSION 2 (10/14/2015)","Audio"
"21198/zz002k6s82",10-FEB-16,"jcolling@library.ucla.edu",17-FEB-17,"oralhistory@library.ucla.edu","21198/zz002k6rh6",1,"Completed","SESSION 1 (2/5/2016)","Audio"
"21198/zz002k6scm",10-FEB-16,"jcolling@library.ucla.edu",14-NOV-22,"jcolling@library.ucla.edu","21198/zz002k6rmr",1,"In progress","SESSION 1 (12/9/2015)","Audio"
"21198/zz002k6sg5",11-FEB-16,"oralhistory@library.ucla.edu",22-JUN-20,"oralhistory@library.ucla.edu","21198/zz002b0jrb",1,"Completed","Interview of Aida Barragan","Interview"
"21198/zz002k6shp",11-FEB-16,"oralhistory@library.ucla.edu",19-JUL-16,"oralhistory@library.ucla.edu","21198/zz002k6sg5",1,"Completed","SESSION 1 (8/15/2014)","Audio"
"21198/zz002k6sj6",12-FEB-16,"jdruskin@ucla.edu",05-SEP-18,"jcolling@library.ucla.edu","21198/zz002hzgjw",7,"In progress","Becerra Legal Agreement","Audio"
"21198/zz002k6skq",12-FEB-16,"jdruskin@ucla.edu",15-SEP-16,"tbarnett@library.ucla.edu","21198/zz002hj1fp",62,"In progress","Several Legal Agreement","Interview"
"21198/zz002k6sm7",12-FEB-16,"jdruskin@ucla.edu",15-SEP-16,"tbarnett@library.ucla.edu","21198/zz002hj1fp",63,"In progress","Manies Legal Agreement","Interview"
"21198/zz002k6snr",12-FEB-16,"jdruskin@ucla.edu",21-APR-17,"tbarnett@library.ucla.edu","21198/zz002k6rf5",6,"In progress","Shepard Legal Agreement","Audio"
"21198/zz002k6svv",19-FEB-16,"jdruskin@ucla.edu",19-FEB-16,"jdruskin@ucla.edu","21198/zz002k31tc",4,"In progress","Li Legal Agreement","Audio"
"21198/zz002k6swc",19-FEB-16,"jdruskin@ucla.edu",19-FEB-16,"jdruskin@ucla.edu","21198/zz002k31rb",4,"In progress","Hsu Legal Agreement","Audio"
"21198/zz002k6sxw",19-FEB-16,"jdruskin@ucla.edu",30-APR-18,"tbarnett@library.ucla.edu","21198/zz0008zh0f",84,"Completed","UCLA High Potential Program","Series"
"21198/zz002k6szd",19-FEB-16,"jdruskin@ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6sxw",5,"Completed","Interview of Bobbette Glover","Interview"
"21198/zz002k6t0d",19-FEB-16,"jdruskin@ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6sxw",6,"Completed","Interview of Kogee Thomas","Interview"
"21198/zz002k6t1x",19-FEB-16,"jdruskin@ucla.edu",08-SEP-20,"oralhistory@library.ucla.edu","21198/zz00093sk9",70,"In progress","Interview of Roberto Lovato","Interview"
"21198/zz002k6t2f",19-FEB-16,"jdruskin@ucla.edu",19-FEB-16,"jdruskin@ucla.edu","21198/zz002k6t1x",1,"In progress","Lovato Legal Agreement","Audio"
"21198/zz002k6t3z",19-FEB-16,"jdruskin@ucla.edu",09-OCT-17,"oralhistory@library.ucla.edu","21198/zz002k6szd",3,"In progress","Glover Legal Agreement","Audio"
"21198/zz002k6t4g",19-FEB-16,"jdruskin@ucla.edu",10-OCT-17,"oralhistory@library.ucla.edu","21198/zz002k6t0d",4,"In progress","Thomas Legal Agreement","Audio"
"21198/zz002k6t50",19-FEB-16,"jdruskin@ucla.edu",18-JAN-23,"yperez1@g.ucla.edu","21198/zz000smx3h",7,"In progress","Interview of Herman Sillas","Interview"
"21198/zz002k6t6h",19-FEB-16,"jdruskin@ucla.edu",16-AUG-16,"oralhistory@library.ucla.edu","21198/zz002k6t50",6,"In progress","Sillas Legal Agreement","Audio"
"21198/zz002k6ttt",03-MAR-16,"oralhistory@library.ucla.edu",23-JUL-20,"oralhistory@library.ucla.edu","21198/zz00093sk9",77,"In progress","Interview of Tomás Robaina (2015)","Interview"
"21198/zz002k6tvb",03-MAR-16,"oralhistory@library.ucla.edu",22-JAN-20,"oralhistory@library.ucla.edu","21198/zz002k6ttt",1,"In progress","SESSION 1","Audio"
"21198/zz002k6twv",03-MAR-16,"oralhistory@library.ucla.edu",22-JAN-20,"oralhistory@library.ucla.edu","21198/zz002k6ttt",2,"In progress","SESSION 2","Audio"
"21198/zz002k6vnq",08-MAR-16,"oralhistory@library.ucla.edu",22-JAN-20,"oralhistory@library.ucla.edu","21198/zz002k6ttt",3,"In progress","SESSION 3","Audio"
"21198/zz002k6vp7",08-MAR-16,"oralhistory@library.ucla.edu",16-FEB-17,"oralhistory@library.ucla.edu","21198/zz002k6ttt",13,"In progress","Robaina Legal Agreement","Audio"
"21198/zz002k7g9p",22-APR-16,"jdruskin@ucla.edu",22-MAR-19,"tbarnett@library.ucla.edu","21198/zz0008zh0f",84,"Completed","UCLA Chicano Studies","Series"
"21198/zz002k7gd7",22-APR-16,"jdruskin@ucla.edu",18-DEC-20,"tbarnett@library.ucla.edu","21198/zz0008zh0f",64,"Completed","Many Branches, One Root: Buddhist Traditions in the Los Angeles Area","Series"
"21198/zz002k7gfr",22-APR-16,"jdruskin@ucla.edu",11-SEP-20,"tbarnett@library.ucla.edu","21198/zz002k7gd7",7,"Completed","Interview of Han Huang","Interview"
"21198/zz002k7gg8",22-APR-16,"jdruskin@ucla.edu",26-FEB-19,"oralhistory@library.ucla.edu","21198/zz002k7gfr",4,"In progress","Huang Legal Agreement","Audio"
"21198/zz002k7gkt",04-MAY-16,"jdruskin@ucla.edu",15-SEP-16,"tbarnett@library.ucla.edu","21198/zz002k6rh6",2,"In progress","Muto Legal Agreement","Audio"
"21198/zz002k7gmb",04-MAY-16,"jdruskin@ucla.edu",25-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k7gd7",3,"Completed","Interview of Debra Boudreaux","Interview"
"21198/zz002k7gnv",04-MAY-16,"jdruskin@ucla.edu",15-SEP-16,"tbarnett@library.ucla.edu","21198/zz002k7gmb",4,"In progress","Boudreaux Legal Agreement","Audio"
"21198/zz002k7grd",11-MAY-16,"jdruskin@ucla.edu",11-MAY-16,"jdruskin@ucla.edu","21198/zz002k6rgp",2,"In progress","Little Legal Agreement","Audio"
"21198/zz002k7gsx",11-MAY-16,"jcolling@library.ucla.edu",22-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6rc4",1,"Completed","Interview of Andrea Weaver","Interview"
"21198/zz002k7gtf",11-MAY-16,"jcolling@library.ucla.edu",18-NOV-22,"jcolling@library.ucla.edu","21198/zz002k6rc4",11,"In progress","Interview of Lisa Lovaas","Interview"
"21198/zz002k7gx0",11-MAY-16,"jcolling@library.ucla.edu",30-MAR-17,"jcolling@library.ucla.edu","21198/zz002k7gsx",4,"Completed","SESSION 3 (5/18/2016)","Audio"
"21198/zz002k7gwg",11-MAY-16,"jcolling@library.ucla.edu",30-MAR-17,"jcolling@library.ucla.edu","21198/zz002k7gsx",3,"Completed","SESSION  2 (5/3/2016)","Audio"
"21198/zz002k7gzh",11-MAY-16,"jcolling@library.ucla.edu",14-NOV-22,"jcolling@library.ucla.edu","21198/zz002k7gtf",1,"In progress","SESSION 1 (3/4/2016)","Audio"
"21198/zz002k7h11",13-MAY-16,"jdruskin@ucla.edu",24-SEP-20,"oralhistory@library.ucla.edu","21198/zz0028tcxf",1,"Completed","Interview of Ann Giagni","Interview"
"21198/zz002k7h2j",13-MAY-16,"jdruskin@ucla.edu",13-MAY-16,"jdruskin@ucla.edu","21198/zz002k7h11",6,"In progress","Giagni Legal Agreement","Audio"
"21198/zz002k7h32",20-MAY-16,"jdruskin@ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6sxw",1,"Completed","Interview of Alberto Juarez","Interview"
"21198/zz002k7h4k",20-MAY-16,"jdruskin@ucla.edu",03-JUL-19,"tbarnett@library.ucla.edu","21198/zz002k7h32",1,"Completed","SESSION 1A (1/28/2016)","Audio"
"21198/zz002k7h53",20-MAY-16,"jdruskin@ucla.edu",03-JUL-19,"tbarnett@library.ucla.edu","21198/zz002k7h32",2,"Completed","SESSION 1B (1/28/2016)","Audio"
"21198/zz002k7h6m",20-MAY-16,"jdruskin@ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6sxw",10,"Completed","Interview of Robert Lee Verdugo","Interview"
"21198/zz002k7h74",20-MAY-16,"jdruskin@ucla.edu",03-AUG-18,"tbarnett@library.ucla.edu","21198/zz002k7h6m",1,"Completed","SESSION 1 (2/17/2016)","Audio"
"21198/zz002k7h8n",20-MAY-16,"jdruskin@ucla.edu",03-AUG-18,"tbarnett@library.ucla.edu","21198/zz002k7h6m",2,"Completed","SESSION 2 (3/10/2016)","Audio"
"21198/zz002k7h95",20-MAY-16,"jdruskin@ucla.edu",25-MAY-16,"jdruskin@ucla.edu","21198/zz002k7h32",3,"In progress","Juarez Legal Agreement","Audio"
"21198/zz002k7hbp",20-MAY-16,"jdruskin@ucla.edu",25-MAY-16,"jdruskin@ucla.edu","21198/zz002k7h6m",3,"In progress","Verdugo Legal Agreement","Audio"
"21198/zz002k7hgr",27-MAY-16,"jcolling@library.ucla.edu",25-NOV-20,"tbarnett@library.ucla.edu","21198/zz00093sk9",32,"Completed","Interview of Jean Milant","Interview"
"21198/zz002k7hh8",27-MAY-16,"jcolling@library.ucla.edu",07-OCT-16,"tbarnett@library.ucla.edu","21198/zz002k7hgr",1,"Completed","SESSION 1 (7/21/2014)","Audio"
"21198/zz002k7hjs",27-MAY-16,"jcolling@library.ucla.edu",12-OCT-16,"tbarnett@library.ucla.edu","21198/zz002k7hgr",2,"Completed","SESSION 2 (7/28/2014)","Audio"
"21198/zz002k7hk9",27-MAY-16,"jcolling@library.ucla.edu",12-OCT-16,"tbarnett@library.ucla.edu","21198/zz002k7hgr",3,"Completed","SESSION 3 (8/04/2014)","Audio"
"21198/zz002k7hmt",27-MAY-16,"jcolling@library.ucla.edu",12-OCT-16,"tbarnett@library.ucla.edu","21198/zz002k7hgr",4,"Completed","SESSION 4 (8/11/2014)","Audio"
"21198/zz002k7hnb",27-MAY-16,"jcolling@library.ucla.edu",12-OCT-16,"tbarnett@library.ucla.edu","21198/zz002k7hgr",5,"Completed","SESSION 5 (10/13/2014)","Audio"
"21198/zz002k7hpv",27-MAY-16,"jcolling@library.ucla.edu",12-OCT-16,"tbarnett@library.ucla.edu","21198/zz002k7hgr",6,"Completed","SESSION 6 (10/20/2014)","Audio"
"21198/zz002k7j00",14-JUN-16,"oralhistory@library.ucla.edu",08-JAN-21,"tbarnett@library.ucla.edu","21198/zz002k7gd7",22,"Completed","Interview of Wendy Egyoku Nakao","Interview"
"21198/zz002k7j1h",14-JUN-16,"oralhistory@library.ucla.edu",18-DEC-19,"oralhistory@library.ucla.edu","21198/zz002k7j00",10,"In progress","Nakao Legal Agreement","Audio"
"21198/zz002k7j21",15-JUN-16,"oralhistory@library.ucla.edu",06-MAR-20,"tbarnett@library.ucla.edu","21198/zz002k6rjq",3,"Sealed","SEALED TRANSCRIPT (complete)","Audio"
"21198/zz002k7j3j",16-JUN-16,"oralhistory@library.ucla.edu",25-SEP-20,"oralhistory@library.ucla.edu","21198/zz002jxz6f",24,"In progress","Interview of Heidi Heiden","Interview"
"21198/zz002k7j42",16-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",100,"Completed with minimal metadata","Vignette: An Introduction to DARPA","Interview"
"21198/zz002k7j84",17-JUN-16,"oralhistory@library.ucla.edu",10-NOV-22,"yperez1@g.ucla.edu","21198/zz00093sk9",82,"Completed","Interview of William Mohr","Interview"
"21198/zz002k7jd6",17-JUN-16,"oralhistory@library.ucla.edu",18-OCT-18,"oralhistory@library.ucla.edu","21198/zz002k6qns",1,"Completed","SESSION 1 (10/14/2015)","Audio"
"21198/zz002k7jfq",17-JUN-16,"oralhistory@library.ucla.edu",18-OCT-18,"oralhistory@library.ucla.edu","21198/zz002k6qns",2,"Completed","SESSION 2 (10/14/2015)","Audio"
"21198/zz002k7jhr",17-JUN-16,"oralhistory@library.ucla.edu",18-OCT-18,"oralhistory@library.ucla.edu","21198/zz002k6qns",4,"Completed","SESSION 4 (10/28/2015)","Audio"
"21198/zz002k7jg7",17-JUN-16,"oralhistory@library.ucla.edu",18-OCT-18,"oralhistory@library.ucla.edu","21198/zz002k6qns",3,"Completed","SESSION 3 (10/15/2015)","Audio"
"21198/zz002k7jj8",17-JUN-16,"oralhistory@library.ucla.edu",18-OCT-18,"oralhistory@library.ucla.edu","21198/zz002k6qns",5,"Completed","SESSION 5 (10/28/2015)","Audio"
"21198/zz002k7jks",17-JUN-16,"oralhistory@library.ucla.edu",18-OCT-18,"oralhistory@library.ucla.edu","21198/zz002k6qns",6,"Completed","SESSION 6 (10/29/2015)","Audio"
"21198/zz002k7jpb",23-JUN-16,"oralhistory@library.ucla.edu",23-JUN-16,"oralhistory@library.ucla.edu","21198/zz002k6rjq",1,"Completed","SESSION 1 (2/5/13)","Audio"
"21198/zz002k7jqv",23-JUN-16,"oralhistory@library.ucla.edu",23-JUN-16,"oralhistory@library.ucla.edu","21198/zz002bwvb4",1,"Completed","SESSION 1 (3/16/12)","Audio"
"21198/zz002k7jrc",23-JUN-16,"oralhistory@library.ucla.edu",23-JUN-16,"oralhistory@library.ucla.edu","21198/zz002bwvb4",3,"Completed","SESSION 3 (3/16/12)","Audio"
"21198/zz002k7k31",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",101,"Completed with minimal metadata","Vignette: DARPA's Funding Culture","Interview"
"21198/zz002k7k4j",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",102,"Completed with minimal metadata","Vignette: What Made DARPA So Successful?","Interview"
"21198/zz002k7k52",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",103,"Completed with minimal metadata","Vignette: Navigating the Political Landscape","Interview"
"21198/zz002k7k6k",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",104,"Completed with minimal metadata","Vignette: Program Managers and Principal Investigators","Interview"
"21198/zz002k7k73",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",105,"Completed with minimal metadata","Vignette: What Was It Like to Receive Funding from DARPA?","Interview"
"21198/zz002k7k8m",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",106,"Completed with minimal metadata","Vignette: Challenges – and How They Were Met","Interview"
"21198/zz002k7k94",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",107,"Completed with minimal metadata","Vignette: From Arpanet to Internet","Interview"
"21198/zz002k7kbn",24-JUN-16,"oralhistory@library.ucla.edu",30-AUG-19,"genosanchez@library.ucla.edu","21198/zz002jxz6f",108,"Completed with minimal metadata","Vignette: Motivations and Passions","Interview"
"21198/zz002k7kc5",29-JUN-16,"jcolling@library.ucla.edu",22-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6rc4",7,"Sealed","Interview of Helen Colvig","Interview"
"21198/zz002k7kdp",29-JUN-16,"jcolling@library.ucla.edu",16-MAR-17,"oralhistory@library.ucla.edu","21198/zz002k7kc5",2,"In progress","SESSION 2 (6/3/2016)","Audio"
"21198/zz002k7kgq",29-JUN-16,"jcolling@library.ucla.edu",17-MAR-17,"oralhistory@library.ucla.edu","21198/zz002k7kc5",3,"In progress","SESSION 3 (6/23/2016)","Audio"
"21198/zz002k7kf6",29-JUN-16,"jcolling@library.ucla.edu",16-MAR-17,"oralhistory@library.ucla.edu","21198/zz002k7kc5",1,"In progress","SESSION 1 (5/20/2016)","Audio"
"21198/zz002k7kh7",30-JUN-16,"jcolling@library.ucla.edu",04-OCT-19,"tbarnett@library.ucla.edu","21198/zz002k6rk7",4,"In progress","SESSION 4 (4/27/2015)","Audio"
"21198/zz002k7m83",08-JUL-16,"jcolling@library.ucla.edu",03-NOV-22,"jcolling@library.ucla.edu","21198/zz002k7j84",1,"In progress","SESSION 1 (5/25/2016)","Audio"
"21198/zz002k7m9m",08-JUL-16,"jcolling@library.ucla.edu",19-AUG-21,"tbarnett@library.ucla.edu","21198/zz002k7j84",2,"In progress","SESSION 2 (6/2/2016)","Audio"
"21198/zz002k7mcn",08-JUL-16,"jcolling@library.ucla.edu",19-AUG-21,"tbarnett@library.ucla.edu","21198/zz002k7j84",4,"In progress","SESSION 4 (6/15/2016)","Audio"
"21198/zz002k7md5",08-JUL-16,"jcolling@library.ucla.edu",19-AUG-21,"tbarnett@library.ucla.edu","21198/zz002k7j84",3,"In progress","SESSION 3 (6/9/2016)","Audio"
"21198/zz002k7mp9",08-JUL-16,"jcolling@library.ucla.edu",30-MAR-17,"tbarnett@library.ucla.edu","21198/zz002k7gsx",1,"Completed","SESSION 1 (4/20/2016)","Audio"
"21198/zz002k7msv",12-JUL-16,"oralhistory@library.ucla.edu",30-JUN-20,"oralhistory@library.ucla.edu","21198/zz002k6sxw",9,"Completed","Interview of Rita Ledesma","Interview"
"21198/zz002k7mtc",12-JUL-16,"oralhistory@library.ucla.edu",12-JUL-16,"oralhistory@library.ucla.edu","21198/zz002k7msv",3,"In progress","Ledesma Legal Agreement","Audio"
"21198/zz002k7mzf",19-JUL-16,"oralhistory@library.ucla.edu",19-JUL-16,"oralhistory@library.ucla.edu","21198/zz002k6sg5",2,"In progress","Barragan Legal Agreement","Audio"
"21198/zz002k7n0f",20-JUL-16,"oralhistory@library.ucla.edu",20-JUL-16,"oralhistory@library.ucla.edu","21198/zz002k6p4j",6,"In progress","Maryatt Legal Agreement","Audio"
"21198/zz002k7n1z",21-JUL-16,"oralhistory@library.ucla.edu",23-APR-20,"tbarnett@library.ucla.edu","21198/zz002jb3ng",3,"Completed","SESSION 3 (2/6/2015)","Audio"
"21198/zz002k7n2g",21-JUL-16,"oralhistory@library.ucla.edu",08-OCT-21,"tbarnett@library.ucla.edu","21198/zz002jb3ng",4,"Completed","SESSION 4 (2/9/2015)","Audio"
"21198/zz002k7n4h",21-JUL-16,"oralhistory@library.ucla.edu",23-APR-20,"tbarnett@library.ucla.edu","21198/zz002jb3ng",6,"Completed","SESSION 6 (3/19/2015)","Audio"
"21198/zz002k7n30",21-JUL-16,"oralhistory@library.ucla.edu",23-APR-20,"tbarnett@library.ucla.edu","21198/zz002jb3ng",5,"Completed","SESSION 5 (2/18/2015)","Audio"
"21198/zz002k7n6j",21-JUL-16,"oralhistory@library.ucla.edu",03-NOV-22,"jcolling@library.ucla.edu","21198/zz002jb3ng",8,"In progress","SESSION 8 (4/9/2015)","Audio"
"21198/zz002k7n51",21-JUL-16,"oralhistory@library.ucla.edu",08-OCT-21,"tbarnett@library.ucla.edu","21198/zz002jb3ng",7,"Completed","SESSION 7 (4/1/2015)","Audio"
"21198/zz002k7n8k",21-JUL-16,"oralhistory@library.ucla.edu",03-NOV-22,"jcolling@library.ucla.edu","21198/zz002jb3ng",10,"In progress","SESSION 10 (5/11/2015)","Audio"
"21198/zz002k7n72",21-JUL-16,"oralhistory@library.ucla.edu",03-NOV-22,"jcolling@library.ucla.edu","21198/zz002jb3ng",9,"In progress","SESSION 9 (4/29/2015)","Audio"
"21198/zz002k7n93",21-JUL-16,"oralhistory@library.ucla.edu",03-NOV-22,"jcolling@library.ucla.edu","21198/zz002jb3ng",11,"In progress","SESSION 11 (7/2/2015)","Audio"
"21198/zz002k7nk7",28-JUL-16,"oralhistory@library.ucla.edu",31-MAY-17,"oralhistory@library.ucla.edu","21198/zz000902rd",1,"In progress","Irwin Legal Agreement","Audio"
"21198/zz002k7nps",03-AUG-16,"oralhistory@library.ucla.edu",20-OCT-17,"jcolling@library.ucla.edu","21198/zz002k6prv",2,"In progress","SESSION 1 (12/3/2015)","Audio"
"21198/zz002k7nq9",03-AUG-16,"oralhistory@library.ucla.edu",06-AUG-19,"oralhistory@library.ucla.edu","21198/zz002jb535",1,"Completed","SESSION 1 (1/28/2011)","Audio"
"21198/zz002k7nrt",03-AUG-16,"oralhistory@library.ucla.edu",06-AUG-19,"oralhistory@library.ucla.edu","21198/zz002jb535",5,"Completed","SESSION 5 (3/4/2011)","Audio"
"21198/zz002k7nsb",03-AUG-16,"oralhistory@library.ucla.edu",06-AUG-19,"oralhistory@library.ucla.edu","21198/zz002jb535",4,"Completed","SESSION 4 (2/18/2011)","Audio"
"21198/zz002k7ntv",03-AUG-16,"oralhistory@library.ucla.edu",06-AUG-19,"oralhistory@library.ucla.edu","21198/zz002jb535",3,"Completed","SESSION 3 (2/11/2011)","Audio"
"21198/zz002k7nvc",03-AUG-16,"oralhistory@library.ucla.edu",06-AUG-19,"oralhistory@library.ucla.edu","21198/zz002jb535",2,"Completed","SESSION 2 (2/4/2011)","Audio"
"21198/zz002k7nww",03-AUG-16,"oralhistory@library.ucla.edu",11-SEP-20,"tbarnett@library.ucla.edu","21198/zz002k7gfr",1,"Completed","SESSION 1 (11/12/2015)","Audio"
"21198/zz002k7nxd",03-AUG-16,"oralhistory@library.ucla.edu",11-SEP-20,"tbarnett@library.ucla.edu","21198/zz002k7gfr",2,"Completed","SESSION 2 (11/18/2015)","Audio"
"21198/zz002k7nzx",05-AUG-16,"emcaulay@library.ucla.edu",27-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k7kbn",1,"Completed with minimal metadata","Video for Vignette 9","Video"
"21198/zz002k7p61",05-AUG-16,"emcaulay@library.ucla.edu",27-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k7k94",1,"Completed with minimal metadata","Vignette for Video 8","Video"
"21198/zz002k7p82",05-AUG-16,"emcaulay@library.ucla.edu",27-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k7j42",1,"Completed with minimal metadata","Video for Vignette 1","Video"
"21198/zz002k7pb3",05-AUG-16,"emcaulay@library.ucla.edu",27-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k7k4j",1,"Completed with minimal metadata","Video for Vignette 3","Video"
"21198/zz002k7pcm",05-AUG-16,"emcaulay@library.ucla.edu",27-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k7k52",1,"Completed with minimal metadata","Video for Vignette 4","Video"
"21198/zz002k7pd4",05-AUG-16,"emcaulay@library.ucla.edu",27-AUG-19,"oralhistory@library.ucla.edu","21198/zz002k7k31",1,"Completed with minimal metadata","Video for Vignette 2","Video"
